CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
126,0.76190476,0.80952381,0.15789474,0.14285714,0.28571429,1.0,5.13e-05,0.33333333,2.66666667
127,0.58333333,0.68965517,0.10638298,0.0,0.11111111,1.0,3.325e-05,0.375,4.2
128,0.33333333,0.57692308,0.42857143,0.33333333,0.0,0.66666667,0.00011971,0.125,0.66666667
129,1.0,0.0,0.92857143,1.0,0.0,0.0,0.00077779,1.0,0.03846154
130,0.52727273,0.55102041,0.03333333,0.0,0.36363636,1.0,1.088e-05,0.3,14.5
131,0.53846154,0.6416185,0.36774194,0.14285714,0.57142857,1.0,0.00024377,0.23076923,0.85964912
132,0.42424242,0.552,0.30864198,0.08333333,0.25,1.0,0.00012472,0.18181818,1.12
133,0.66666667,0.0,0.83333333,1.0,0.0,0.0,0.00039889,0.5,0.1
134,0.49450549,0.43772242,0.0,0.0,0.57142857,1.0,0.0,0.23076923,45.0
135,1.0,1.0,0.66666667,0.66666667,0.0,1.0,0.00023933,1.0,0.25
136,0.6,0.54545455,0.67567568,0.8,0.0,0.8,0.0002992,0.25,0.24
137,0.83333333,0.75,0.28571429,0.0,0.0,1.0,5.984e-05,0.66666667,1.25
138,0.83333333,0.75,0.375,0.25,0.0,1.0,8.976e-05,0.66666667,0.83333333
139,1.0,0.0,0.77777778,1.0,0.0,0.0,0.00020941,1.0,0.14285714
140,0.7,0.8,0.73584906,1.0,0.0,0.8,0.00046676,0.25,0.17948718
141,0.475,0.5035461,0.01724138,0.0,0.5,1.0,7.49e-06,0.2,28.5
142,0.37142857,0.4516129,0.25714286,0.06666667,0.4,1.0,0.00010778,0.21428571,1.44444444
143,0.55238095,0.59498956,0.05691057,0.0,0.46666667,1.0,2.794e-05,0.28571429,8.28571429
144,0.8,0.84615385,0.4,0.16666667,0.0,1.0,0.00015959,0.4,0.75
145,0.49450549,0.62453532,0.05263158,0.0,0.64285714,1.0,2.138e-05,0.30769231,9.0
146,0.6,0.5,0.59090909,0.5,0.0,1.0,0.00025933,0.4,0.34615385
147,1.0,0.0,0.9,1.0,0.0,0.0,0.00053847,1.0,0.05555556
148,1.0,0.0,0.84615385,1.0,0.0,0.0,0.00032907,1.0,0.09090909
149,0.55128205,0.65124555,0.09473684,0.0,0.46153846,1.0,4.145e-05,0.33333333,4.77777778
150,0.8,0.78947368,0.44186047,0.33333333,0.0,1.0,0.00018951,0.6,0.63157895
151,0.6,0.59042553,0.09589041,0.0,0.54545455,1.0,3.809e-05,0.4,4.71428571
152,0.68888889,0.77472527,0.27058824,0.0,0.6,1.0,0.00013768,0.22222222,1.34782609
153,0.6025641,0.64411765,0.08737864,0.0,0.69230769,1.0,4.145e-05,0.33333333,5.22222222
154,0.6025641,0.68141593,0.1047619,0.0,0.53846154,1.0,5.066e-05,0.33333333,4.27272727
155,0.47272727,0.425,0.32467532,0.27272727,0.27272727,0.90909091,0.00013605,0.2,1.04
156,1.0,1.0,0.73913043,1.0,0.0,1.0,0.00033906,1.0,0.17647059
157,0.31666667,0.5147929,0.2962963,0.0,0.25,1.0,0.00011976,0.2,1.1875
158,0.71428571,0.69767442,0.3220339,0.125,0.375,1.0,0.00014215,0.42857143,1.05263158
159,0.83333333,0.75,0.66666667,0.5,0.0,1.0,0.00029919,0.66666667,0.25
160,0.46666667,0.57692308,0.35384615,0.1,0.2,1.0,0.00013768,0.22222222,0.91304348
161,0.33333333,0.3375,0.65625,0.5,0.08333333,0.83333333,0.00041906,0.09090909,0.26190476
162,0.54545455,0.47770701,0.4,0.27272727,0.36363636,1.0,0.00021768,0.3,0.75
163,1.0,0.0,0.77777778,1.0,0.0,0.0,0.00020941,1.0,0.14285714
164,0.61818182,0.68571429,0.0,0.0,0.54545455,1.0,0.0,0.3,34.0
165,0.61538462,0.6686217,0.25,0.0,0.69230769,1.0,0.00014737,0.33333333,1.5
166,0.61904762,0.65853659,0.40909091,0.42857143,0.14285714,1.0,0.00015389,0.33333333,0.72222222
167,1.0,0.0,0.91304348,1.0,0.0,0.0,0.00062822,1.0,0.04761905
168,0.61904762,0.69767442,0.6,0.71428571,0.14285714,0.85714286,0.00033344,0.16666667,0.33333333
169,0.42307692,0.52173913,0.22352941,0.07692308,0.30769231,1.0,8.75e-05,0.16666667,1.73684211
170,0.60714286,0.66176471,0.33333333,0.0,0.375,1.0,0.00012718,0.28571429,1.0
171,0.85714286,0.864,0.11111111,0.0,0.625,1.0,4.489e-05,0.57142857,4.0
172,0.57575758,0.58723404,0.0617284,0.0,0.58333333,1.0,2.494e-05,0.27272727,7.6
173,0.63888889,0.63888889,0.0,0.0,0.33333333,1.0,0.0,0.375,23.0
174,0.73333333,0.88235294,0.67647059,0.66666667,0.0,0.83333333,0.00045881,0.2,0.23913043
175,0.4,0.0,0.71428571,1.0,0.0,0.0,0.00023936,0.25,0.2
176,0.57575758,0.65333333,0.41984733,0.16666667,0.58333333,1.0,0.00027439,0.27272727,0.69090909
177,0.64444444,0.69375,0.21621622,0.1,0.4,1.0,9.577e-05,0.33333333,1.8125
178,0.64285714,0.73913043,0.2,0.0,0.25,1.0,6.733e-05,0.42857143,2.0
179,0.66666667,0.75,0.60784314,0.5,0.0,0.83333333,0.0003092,0.2,0.32258065
180,0.64444444,0.65806452,0.42574257,0.2,0.4,1.0,0.00025739,0.44444444,0.6744186
181,1.0,0.0,0.88888889,1.0,0.0,0.0,0.00047864,1.0,0.0625
182,0.58181818,0.68333333,0.04477612,0.0,0.54545455,1.0,1.633e-05,0.3,10.66666667
183,0.5,0.0,0.72972973,0.8,0.0,0.0,0.00032314,0.5,0.18518519
184,0.65454545,0.72052402,0.17241379,0.0,0.54545455,1.0,8.163e-05,0.3,2.4
185,0.59090909,0.66666667,0.33333333,0.08333333,0.66666667,0.91666667,0.00019456,0.27272727,1.0
186,1.0,0.0,0.81818182,1.0,0.0,0.0,0.00026924,1.0,0.11111111
187,0.65454545,0.69955157,0.0,0.0,0.54545455,1.0,0.0,0.4,36.0
188,0.38095238,0.21428571,0.82022472,0.85714286,0.0,0.42857143,0.00062413,0.16666667,0.10958904
189,1.0,1.0,0.64705882,0.66666667,0.0,1.0,0.00021939,1.0,0.27272727
190,0.66666667,0.6,0.65217391,0.75,0.0,0.75,0.00022439,0.33333333,0.26666667
191,0.66666667,0.6,0.38461538,0.25,0.0,0.75,7.48e-05,0.33333333,0.8
192,0.57777778,0.575,0.52727273,0.5,0.4,1.0,0.00034718,0.33333333,0.44827586
193,0.66666667,0.75630252,0.0,0.0,0.44444444,1.0,0.0,0.25,24.0
194,0.8,0.84615385,0.59322034,0.5,0.0,1.0,0.00034909,0.4,0.34285714
195,1.0,0.0,0.91304348,1.0,0.0,0.0,0.00062822,1.0,0.04761905
196,1.0,0.0,0.9,1.0,0.0,0.0,0.00053847,1.0,0.05555556
197,0.66666667,0.725,0.0,0.0,0.44444444,1.0,0.0,0.25,24.0
198,0.53571429,0.54545455,0.31818182,0.0,0.0,1.0,0.00010474,0.42857143,1.07142857
199,0.66666667,0.0,0.6,0.33333333,0.0,0.0,0.00011967,0.5,0.33333333
200,0.66666667,0.0,0.82608696,0.66666667,0.0,0.0,0.00037895,0.5,0.10526316
201,0.66666667,0.0,0.42857143,0.33333333,0.0,0.0,5.983e-05,0.5,0.66666667
202,0.66666667,0.0,0.42857143,0.33333333,0.0,0.0,5.983e-05,0.5,0.66666667
203,0.66666667,0.0,0.75,0.66666667,0.0,0.0,0.00023933,0.5,0.16666667
204,1.0,0.0,0.33333333,0.0,0.0,0.0,2.992e-05,1.0,1.0
205,0.66666667,0.0,0.2,0.0,0.0,0.0,1.994e-05,0.5,2.0
206,0.56043956,0.62771739,0.08108108,0.0,0.64285714,1.0,3.849e-05,0.23076923,5.66666667
207,0.21818182,0.0,0.66197183,0.81818182,0.09090909,0.0,0.00025578,0.1,0.25531915
208,0.51111111,0.65217391,0.22033898,0.0,0.2,1.0,7.782e-05,0.22222222,1.76923077
209,0.66666667,0.66666667,0.62962963,0.83333333,0.0,1.0,0.00033912,0.4,0.29411765
210,0.66666667,0.67346939,0.28205128,0.0,0.28571429,1.0,9.405e-05,0.33333333,1.27272727
211,0.93333333,0.92307692,0.03448276,0.0,0.0,1.0,9.97e-06,0.8,14.0
212,1.0,0.0,0.88235294,1.0,0.0,0.0,0.00044873,1.0,0.06666667
213,0.66666667,0.71186441,0.05882353,0.0,0.55555556,1.0,1.995e-05,0.375,8.0
214,0.42857143,0.5625,0.61904762,0.625,0.0,0.75,0.00029178,0.14285714,0.30769231
215,1.0,1.0,0.68421053,1.0,0.0,1.0,0.00025928,1.0,0.23076923
216,0.75,0.78947368,0.19230769,0.0,0.5,1.0,7.481e-05,0.42857143,2.1
217,0.66666667,0.69230769,0.6875,0.83333333,0.0,1.0,0.00043886,0.4,0.22727273
218,0.8,0.78947368,0.55555556,0.4,0.0,1.0,0.00023936,0.5,0.4
219,0.66666667,0.69230769,0.75903614,0.83333333,0.0,1.0,0.00062837,0.4,0.15873016
220,0.80952381,0.88732394,0.42372881,0.28571429,0.28571429,1.0,0.00021374,0.33333333,0.68
221,0.66666667,0.57692308,0.52380952,0.66666667,0.0,1.0,0.00021943,0.4,0.45454545
222,0.66666667,0.6875,0.22222222,0.0,0.28571429,1.0,6.84e-05,0.5,1.75
223,0.67857143,0.825,0.07317073,0.0,0.25,1.0,2.244e-05,0.28571429,6.33333333
224,0.54545455,0.6119403,0.14285714,0.0,0.41666667,1.0,5.987e-05,0.27272727,3.0
225,1.0,1.0,0.69230769,0.75,0.0,1.0,0.0004039,1.0,0.22222222
226,0.66666667,0.7254902,0.05376344,0.0,0.66666667,1.0,2.494e-05,0.45454545,8.8
227,0.38461538,0.26190476,0.35483871,0.23076923,0.15384615,0.84615385,0.00015198,0.16666667,0.90909091
228,0.66666667,0.66666667,0.0,0.0,0.14285714,1.0,0.0,0.5,14.0
229,0.71111111,0.82653061,0.0,0.0,0.8,0.9,0.0,0.11111111,32.0
230,0.66666667,0.65217391,0.50877193,0.42857143,0.14285714,1.0,0.00024794,0.5,0.48275862
231,0.8,0.78947368,0.8,0.8,0.0,1.0,0.00076596,0.5,0.125
232,1.0,1.0,0.66666667,1.0,0.0,1.0,0.00023933,1.0,0.25
233,0.53571429,0.45283019,0.44444444,0.375,0.25,1.0,0.00017955,0.28571429,0.625
234,0.67857143,0.7037037,0.07317073,0.0,0.5,1.0,2.244e-05,0.42857143,6.33333333
235,0.67857143,0.60759494,0.0,0.0,0.375,1.0,0.0,0.42857143,19.0
236,1.0,1.0,0.63636364,0.75,0.0,1.0,0.00031415,1.0,0.28571429
237,0.7,0.8,0.36363636,0.4,0.0,0.8,9.575e-05,0.25,0.875
238,0.71428571,0.72222222,0.43396226,0.14285714,0.14285714,1.0,0.00019664,0.5,0.65217391
239,0.68181818,0.72072072,0.11764706,0.0,0.5,1.0,5.987e-05,0.45454545,3.75
240,0.68181818,0.73602484,0.04255319,0.0,0.75,1.0,1.996e-05,0.36363636,11.25
241,0.46428571,0.72727273,0.40909091,0.125,0.0,1.0,0.00013467,0.14285714,0.72222222
242,0.31818182,0.30434783,0.664,0.5,0.08333333,0.83333333,0.00041407,0.09090909,0.25301205
243,0.31818182,0.30434783,0.69343066,0.5,0.08333333,0.83333333,0.00047394,0.09090909,0.22105263
244,0.7,0.64285714,0.69565217,1.0,0.0,1.0,0.00038298,0.5,0.21875
245,0.69444444,0.73228346,0.41176471,0.44444444,0.55555556,1.0,0.00023277,0.25,0.71428571
246,0.68888889,0.73743017,0.24390244,0.0,0.7,1.0,0.00011972,0.33333333,1.55
247,0.68888889,0.70108696,0.0,0.0,0.4,1.0,0.0,0.44444444,31.0
248,0.68888889,0.71666667,0.34042553,0.3,0.5,1.0,0.00019155,0.44444444,0.96875
249,0.68888889,0.73295455,0.0,0.0,0.6,1.0,0.0,0.44444444,31.0
250,0.69090909,0.732,0.28971963,0.0,0.54545455,1.0,0.0001687,0.4,1.22580645
251,1.0,0.0,0.83333333,1.0,0.0,0.0,0.00029915,1.0,0.1
252,0.86666667,0.86666667,0.5,0.33333333,0.0,1.0,0.00025933,0.6,0.5
253,0.7,0.6,0.0,0.0,0.0,1.0,0.0,0.5,7.0
254,0.83333333,0.75,0.5,0.25,0.0,1.0,0.00014959,0.66666667,0.5
255,0.57692308,0.7027972,0.0625,0.0,0.76923077,1.0,2.763e-05,0.33333333,7.5
256,0.24175824,0.20224719,0.73006135,0.92857143,0.28571429,0.5,0.00050892,0.07692308,0.18487395
257,0.7,0.64285714,0.63157895,0.8,0.0,1.0,0.00028724,0.5,0.29166667
258,0.7,0.64285714,0.0,0.0,0.0,1.0,0.0,0.5,7.0
259,0.7,0.64285714,0.22222222,0.0,0.0,1.0,4.787e-05,0.5,1.75
260,0.7,0.64285714,0.46153846,0.4,0.0,1.0,0.00014362,0.5,0.58333333
261,0.62222222,0.6971831,0.0,0.0,0.5,1.0,0.0,0.33333333,28.0
262,0.44444444,0.43478261,0.48717949,0.5,0.1,0.9,0.00022746,0.22222222,0.52631579
263,1.0,0.0,0.91666667,1.0,0.0,0.0,0.00065813,1.0,0.04545455
264,0.47619048,0.45,0.59183673,0.42857143,0.0,0.85714286,0.00024794,0.33333333,0.34482759
265,0.5,0.46551724,0.52,0.55555556,0.0,1.0,0.00025937,0.25,0.46153846
266,0.73333333,0.88235294,0.15384615,0.0,0.0,0.83333333,3.99e-05,0.2,2.75
267,0.61111111,0.67346939,0.56,0.66666667,0.44444444,1.0,0.00037243,0.25,0.39285714
268,0.66666667,0.0,0.83333333,1.0,0.0,0.0,0.00039889,0.5,0.1
269,0.9,0.875,0.67272727,0.8,0.0,1.0,0.00044282,0.75,0.24324324
270,0.71428571,0.75862069,0.0,0.0,0.25,1.0,0.0,0.28571429,20.0
271,0.71428571,0.70909091,0.0,0.0,0.28571429,1.0,0.0,0.33333333,15.0
272,0.28571429,0.0,0.75510204,1.0,0.0,0.0,0.00031634,0.16666667,0.16216216
273,0.71428571,0.72222222,0.28571429,0.14285714,0.14285714,1.0,0.0001026,0.5,1.25
274,0.71428571,0.73255814,0.21568627,0.0,0.375,1.0,8.23e-05,0.42857143,1.81818182
275,0.33333333,0.0,0.7826087,1.0,0.0,0.0,0.00035907,0.2,0.13888889
276,0.80952381,0.82608696,0.17073171,0.0,0.28571429,1.0,5.985e-05,0.5,2.42857143
277,0.71428571,0.72413793,0.43661972,0.25,0.25,1.0,0.00023192,0.42857143,0.64516129
278,0.33333333,0.0,0.76744186,1.0,0.0,0.0,0.00032914,0.2,0.15151515
279,0.5,0.0,0.76923077,1.0,0.0,0.0,0.00029919,0.33333333,0.15
280,0.71428571,0.62264151,0.14285714,0.0,0.14285714,1.0,4.275e-05,0.5,3.0
281,0.60714286,0.609375,0.52777778,0.375,0.25,1.0,0.00028429,0.42857143,0.44736842
282,0.71428571,0.70588235,0.24528302,0.0,0.375,1.0,9.726e-05,0.57142857,1.53846154
283,0.71428571,0.71428571,0.21568627,0.0,0.25,1.0,8.23e-05,0.57142857,1.81818182
284,0.63888889,0.67924528,0.09803922,0.0,0.55555556,1.0,3.325e-05,0.25,4.6
285,0.66666667,0.6,0.33333333,0.0,0.0,0.75,5.984e-05,0.33333333,1.0
